2018-04-07 10:43:32.735173;90.0
2018-04-07 10:43:32.745919;123.0
2018-04-07 10:43:32.756769;306.0
2018-04-07 10:43:32.767120;96.0
2018-04-07 10:43:32.779127;84.0
2018-04-07 10:43:32.791873;70.0
2018-04-07 10:43:32.803803;46.0
2018-04-07 10:43:32.814440;366.0
2018-04-07 10:43:32.827029;40.0
2018-04-07 10:43:32.839635;185.0
2018-04-07 10:43:32.852247;414.0
2018-04-07 10:43:32.864880;424.0
2018-04-07 10:43:32.877466;188.0
2018-04-07 10:43:32.890104;324.0
2018-04-07 10:43:32.902708;295.0
2018-04-07 10:43:32.915448;128.0
2018-04-07 10:43:32.928210;399.0
2018-04-07 10:43:32.940988;558.0
2018-04-07 10:43:32.952897;824.0
2018-04-07 10:43:32.963253;427.0
2018-04-07 10:43:32.975937;60.0
2018-04-07 10:43:32.988583;50.0
2018-04-07 10:43:33.001238;332.0
2018-04-07 10:43:33.014031;285.0
2018-04-07 10:43:33.026808;370.0
2018-04-07 10:43:33.039766;871.0
2018-04-07 10:43:33.052638;228.0
2018-04-07 10:43:33.065485;246.0
2018-04-07 10:43:33.075801;424.0
2018-04-07 10:43:33.086386;52.0
2018-04-07 10:43:33.097770;348.0
2018-04-07 10:43:33.110479;156.0
2018-04-07 10:43:33.123083;265.0
2018-04-07 10:43:33.135450;474.0
2018-04-07 10:43:33.146146;525.0
2018-04-07 10:43:33.159031;60.0
2018-04-07 10:43:33.171886;372.0
2018-04-07 10:43:33.184871;486.0
2018-04-07 10:43:33.197683;350.0
2018-04-07 10:43:33.208243;392.0
2018-04-07 10:43:33.221079;444.0
2018-04-07 10:43:33.233900;66.0
2018-04-07 10:43:33.245750;98.0
2018-04-07 10:43:33.258569;256.0
2018-04-07 10:43:33.270562;430.0
2018-04-07 10:43:33.283449;39.0
2018-04-07 10:43:33.293702;10.0
2018-04-07 10:43:33.306517;624.0
2018-04-07 10:43:33.317000;174.0
2018-04-07 10:43:33.329835;304.0
2018-04-07 10:43:33.340846;567.0
2018-04-07 10:43:33.353576;196.0
2018-04-07 10:43:33.365155;60.0
2018-04-07 10:43:33.377979;600.0
2018-04-07 10:43:33.388340;30.0
2018-04-07 10:43:33.399389;585.0
2018-04-07 10:43:33.412222;343.0
2018-04-07 10:43:33.425037;405.0
2018-04-07 10:43:33.437854;10.0
2018-04-07 10:43:33.450251;144.0
2018-04-07 10:43:33.462999;255.0
2018-04-07 10:43:33.475770;186.0
2018-04-07 10:43:33.488554;553.0
2018-04-07 10:43:33.501340;70.0
2018-04-07 10:43:33.514152;126.0
2018-04-07 10:43:33.526819;217.0
2018-04-07 10:43:33.537205;156.0
2018-04-07 10:43:33.549984;343.0
2018-04-07 10:43:33.561598;134.0
2018-04-07 10:43:33.572061;450.0
2018-04-07 10:43:33.582820;74.0
2018-04-07 10:43:33.593431;480.0
2018-04-07 10:43:33.603722;53.0
2018-04-07 10:43:33.616340;828.0
2018-04-07 10:43:33.628959;490.0
2018-04-07 10:43:33.639698;70.0
2018-04-07 10:43:33.652371;450.0
2018-04-07 10:43:33.665033;115.0
2018-04-07 10:43:33.677726;129.0
2018-04-07 10:43:33.690426;315.0
2018-04-07 10:43:33.703151;288.0
2018-04-07 10:43:33.715656;152.0
2018-04-07 10:43:33.728327;270.0
